Athlete Name,Country,Sport,Gender,Age,Gold Medals,Silver Medals,Bronze Medals
Henrique Rodrigues,Brazil,Swimming,M,21,0,0,0
Irina Rodrigues,Portugal,Athletics,F,21,0,0,0
Joao Rodrigues,Portugal,Sailing,M,40,0,0,0
Joice Rodrigues,Brazil,Basketball,F,25,0,0,0
Alexandre Rodrigues Da Silva,Brazil,Football,M,22,0,1,0
Lucas Rodrigues Moura Silva,Brazil,Football,M,20,0,1,0
Alvaro Rodriguez,Spain,Athletics,M,25,0,0,0
Amy Rodriguez,United States of America,Football,F,25,1,0,0
Angel David Rodriguez,Spain,Athletics,M,32,0,0,0
Berta Rodriguez,Chile,Table Tennis,F,41,0,0,0
Carol Rodriguez,Puerto Rico,Athletics,F,26,0,0,0
Deborah Rodriguez,Uruguay,Athletics,F,19,0,0,0
Diego Rodriguez,Uruguay,Football,M,22,0,0,0
Jackson Rodriguez,Venezuela,Cycling - Road,M,27,0,0,0
Javier Rodriguez,Mexico,Shooting,M,47,0,0,0
Jose Rodriguez,Mexico,Football,M,20,1,0,0
Martin Rodriguez,Uruguay,Football,M,22,0,0,0
Natalia Rodriguez,Spain,Athletics,F,33,0,0,0
Orestes Rodriguez,Cuba,Athletics,M,23,0,0,0
Rafith Rodriguez,Colombia,Athletics,M,23,0,0,0
Ricardo Rodriguez,Switzerland,Football,M,19,0,0,0
Rosa Rodriguez,Venezuela,Athletics,F,26,0,0,0
Sergio Rodriguez,Spain,Basketball,M,26,0,1,0
Zurine Rodriguez,Spain,Triathlon,F,30,0,0,0
Macarena Rodriguez Perez,Argentina,Hockey,F,34,0,1,0
Joe Roebuck,Great Britain,Swimming,M,27,0,0,0
Jurgen Roelandts,Belgium,Cycling - Road,M,27,0,0,0
Markus Rogan,Austria,Swimming,M,30,0,0,0
Chloe Rogers,Great Britain,Hockey,F,27,0,0,1
Jason Rogers,Saint Kitts and Nevis,Athletics,M,20,0,0,0
Michael Rogers,Australia,Cycling - Road,M,32,0,0,0
Todd Rogers,United States of America,Beach Volleyball,M,38,0,0,0
Radoslav Rogina,Croatia,Cycling - Road,M,33,0,0,0
Anna Rogowska,Poland,Athletics,F,31,0,0,0
Xavier Rohart,France,Sailing,M,44,0,0,0
Julia Rohde,Germany,Weightlifting,F,23,0,0,0
Maria Clara Rohner,Argentina,Rowing,F,27,0,0,0
Artur Bruno Rojas,Bolivia,Athletics,M,19,0,0,0
Marco Rojas,New Zealand,Football,M,20,0,0,0
Jose Joaquin Rojas Gil,Spain,Cycling - Road,M,27,0,0,0
Jean-Julien Rojer,Netherlands,Tennis,M,30,0,0,0
Lestrod Roland,Saint Kitts and Nevis,Athletics,M,19,0,0,0
Weimar Alfonso Roldan Ortiz,Colombia,Cycling - Track,M,27,0,0,0
Cindy Roleder,Germany,Athletics,F,22,0,0,0
German Rolin,Uruguay,Football,M,23,0,0,0
Andrea Rolla,Italy,Swimming,M,22,0,0,0
Rebecca Rolls,New Zealand,Football,F,36,0,0,0
Elena Romagnolo,Italy,Athletics,F,29,0,0,0
Aida Roman,Mexico,Archery,F,24,0,1,0
Sonja Roman,Slovenia,Athletics,F,33,0,0,0
Evgeniya Romanyuta,Russian Federation,Cycling - Track,F,24,0,0,0
Jarred Rome,United States of America,Athletics,M,35,0,0,0
Juan Romero,Uruguay,Judo,M,23,0,0,0
Kena Romero,Colombia,Football,F,24,0,0,0
Marisol Romero,Mexico,Athletics,F,29,0,0,0
Natalia Romero,Chile,Athletics,F,32,0,0,0
Yasmani Romero,Cuba,Weightlifting,M,23,0,0,0
Oriol Romeu,Spain,Football,M,20,0,0,0
Sigrid Rondelez,Belgium,Sailing,F,41,0,0,0
Giulia Rondon,Italy,Volleyball,F,24,0,0,0
Cindy Carolina Rondon Martinez,Dominican Republic,Volleyball,F,24,0,0,0
Martyn Rooney,Great Britain,Athletics,M,25,0,0,0
Sean Rooney,United States of America,Volleyball,M,29,0,0,0
Miryam Roper,Germany,Judo,F,30,0,0,0
Chiara Rosa,Italy,Athletics,F,29,0,0,0
David Joao Serralheiro Rosa,Portugal,Cycling - Mountain Bike,M,25,0,0,0
Milangela Rosales,Venezuela,Athletics,F,25,0,0,0
Paul Brian Rosario,Philippines,Shooting,M,30,0,0,0
Danny Rose,Great Britain,Football,M,22,0,0,0
Robert Rosengren,Sweden,Wrestling,M,25,0,0,0
Sean Rosenthal,United States of America,Beach Volleyball,M,32,0,0,0
Nikola Rosic,Serbia,Volleyball,M,28,0,0,0
Maciej Rosiewicz,Georgia,Athletics,M,35,0,0,0
Ak Hafiy Tajuddin Rositi,Brunei Darussalam,Athletics,M,21,0,0,0
Denisa Rosolova,Czech Republic,Athletics,F,25,0,0,0
Alicja Rosolska,Poland,Tennis,F,26,0,0,0
Husayn Rosowsky,Great Britain,Fencing,M,21,0,0,0
April Ross,United States of America,Beach Volleyball,F,30,0,1,0
Jane Ross,Great Britain,Football,F,22,0,0,0
Joshua Ross,Australia,Athletics,M,31,0,0,0
Nicole Ross,United States of America,Fencing,F,23,0,0,0
Reuben Ross,Canada,Diving,M,26,0,0,0
Matthieu Rosset,France,Diving,M,22,0,0,0
Jessica Rossi,Italy,Shooting,F,20,1,0,0
Lucas Rossi,Argentina,Hockey,M,27,0,0,0
Sebastian Rossi,Argentina,Canoe Slalom,M,20,0,0,0
Cristian Rosso,Argentina,Rowing,M,28,0,0,0
Kianoush Rostami,Islamic Republic of Iran,Weightlifting,M,21,0,0,1
Ioana Rotaru,Romania,Rowing,F,28,0,0,0
Viktor Rothlin,Switzerland,Athletics,M,37,0,0,0
Lydia Chebet Rotich,Kenya,Athletics,F,24,0,0,0
Amina Rouba,Algeria,Rowing,F,25,0,0,0
Sebastien Rousseau,South Africa,Swimming,M,21,0,0,0
Jessica Roux,South Africa,Swimming,F,19,0,0,0
Stephen Rowbotham,Great Britain,Rowing,M,30,0,0,0
Shannon Rowbury,United States of America,Athletics,F,27,0,0,0
Luke Rowe,New Zealand,Football,M,20,0,0,0
Joanna Rowsell,Great Britain,Cycling - Track,F,23,1,0,0
Cristiane Rozeira de Souza Silva,Brazil,Football,F,27,0,0,0
Viktor Ruban,Ukraine,Archery,M,31,0,0,0
Artem Rubanko,Ukraine,Athletics,M,38,0,0,0
Giorgio Rubino,Italy,Athletics,M,26,0,0,0
Elena Rublevska,Latvia,Modern Pentathlon,F,36,0,0,0
Michal Ruciak,Poland,Volleyball,M,28,0,0,0
Mikhail Ruday,Kazakhstan,Water Polo,M,24,0,0,0
Yekaterina Rudenko,Kazakhstan,Swimming,F,17,0,0,0
David Lekuta Rudisha,Kenya,Athletics,M,23,1,0,0
Lizeth Rueda,Mexico,Swimming,F,18,0,0,0
Anna Ruh,Germany,Athletics,F,19,0,0,0
Caroline Ruhnau,Germany,Swimming,F,27,0,0,0
Diego Ruiz,Spain,Athletics,M,30,0,0,0
Flor Ruiz,Colombia,Athletics,F,21,0,0,0
Noel Ruiz,Cuba,Athletics,M,25,0,0,0
Ursula Ruiz,Spain,Athletics,F,29,0,0,0
Victor Ruiz,Spain,Football,M,23,0,0,0
Jose Ruiz Durango,Venezuela,Sailing,M,32,0,0,0
Jesse Ruiz Flores,Mexico,Wrestling,M,27,0,0,0
Kelly Rulon,United States of America,Water Polo,F,27,1,0,0
Arnis Rumbenieks,Latvia,Athletics,M,24,0,0,0
Aleksejs Rumjancevs,Latvia,Canoe Sprint,M,26,0,0,0
Henrik Rummel,United States of America,Rowing,M,24,0,0,1
Galen Rupp,United States of America,Athletics,M,26,0,1,0
Natalia Rusakova,Russian Federation,Athletics,F,32,0,0,0
Amir Mustafa Rusli,Malaysia,Cycling - Road,M,25,0,0,0
Bianca Russell,New Zealand,Hockey,F,34,0,0,0
Colin Russell,Canada,Swimming,M,28,0,0,0
Shelley Russell,South Africa,Hockey,F,25,0,0,0
Sinead Russell,Canada,Swimming,F,19,0,0,0
Pietro Ruta,Italy,Rowing,M,25,0,0,0
Kristian Ruth,Norway,Sailing,M,27,0,0,0
Greg Rutherford,Great Britain,Athletics,M,25,1,0,0
Sally Rutherford,New Zealand,Hockey,F,31,0,0,0
Andrew Rutherfurd,Bolivia,Swimming,M,23,0,0,0
Alex Rutlidge,Great Britain,Water Polo,F,23,0,0,0
Adam Rutter,Australia,Athletics,M,25,0,0,0
Antti Ruuskanen,Finland,Athletics,M,28,0,0,1
Vladislav Ryabtsev,Russian Federation,Rowing,M,24,0,0,0
Anton Ryakhov,Russian Federation,Canoe Sprint,M,32,0,0,0
Deirdre Ryan,Ireland,Athletics,F,30,0,0,0
Marc Ryan,New Zealand,Cycling - Track,M,29,0,0,1
Matthew Ryan,Australia,Rowing,M,28,0,0,0
Michael Ryan,Ireland,Equestrian,M,36,0,0,0
Chun Hwa Ryang,Democratic People's Republic  of Korea,Weightlifting,F,21,0,0,1
Andrei Rybakou,Belarus,Weightlifting,M,30,0,0,0
Viktoriya Rybalko,Ukraine,Athletics,F,29,0,0,0
Brian Ryckeman,Belgium,Swimming,M,28,0,0,0
Sean Ryder,Great Britain,Water Polo,M,25,0,0,0
Mariya Ryemyen,Ukraine,Athletics,F,25,0,0,1
Daniela Ryf,Switzerland,Triathlon,F,25,0,0,0
Olga Rypakova,Kazakhstan,Athletics,F,27,1,0,0
Sergji Rysenko,Ukraine,Cycling - Mountain Bike,M,32,0,0,0
Eun Hee Ryu,Republic of Korea,Handball,F,22,0,0,0
Seungmin Ryu,Republic of Korea,Table Tennis,M,30,0,1,0
Lisa Ryzih,Germany,Athletics,F,23,0,0,0
Amine Rzig,Tunisia,Basketball,M,31,0,0,0
Carolina S Borges-Mendelblatt,Portugal,Sailing,F,33,0,0,0
Andre Sa,Brazil,Tennis,M,35,0,0,0
Jaehyouk Sa,Republic of Korea,Weightlifting,M,27,0,0,0
Ahmed Saad,Egypt,Weightlifting,M,25,0,0,0
Saadeldin Saad,Egypt,Football,M,23,0,0,0
Lucas Saatkamp,Brazil,Volleyball,M,26,0,1,0
Rustem Sabizkhuzin,Kazakhstan,Modern Pentathlon,M,34,0,0,0
Victor Sada,Spain,Basketball,M,28,0,1,0
Mindaugas Sadauskas,Lithuania,Swimming,M,22,0,0,0
Grit Sadeiko,Estonia,Athletics,F,23,0,0,0
Urszula Sadkowska,Poland,Judo,F,28,0,0,0
Svetlana Saenko,Republic of Moldova,Wrestling,F,29,0,0,0
Stephen Saenz,Mexico,Athletics,M,21,0,0,0
Lucie Safarova,Czech Republic,Tennis,F,25,0,0,0
Devid Safaryan,Armenia,Wrestling,M,23,0,0,0
Katerina Safrankova,Czech Republic,Athletics,F,23,0,0,0
Dmitriy Safronov,Russian Federation,Athletics,M,30,0,0,0
Peter Sagan,Slovakia,Cycling - Road,M,22,0,0,0
Nezir Sagir,Turkey,Weightlifting,M,28,0,0,0
Mojca Sagmeister,Slovenia,Swimming,F,16,0,0,0
Ramazan Sahin,Turkey,Wrestling,M,29,0,0,0
Eliane Saholinirina,Madagascar,Athletics,F,30,0,0,0
Tugce Sahutoglu,Turkey,Athletics,F,24,0,0,0
Jaysuma Saidy Ndure,Norway,Athletics,M,28,0,0,0
Norikatsu Saikawa,Japan,Wrestling,M,26,0,0,0
Verena Sailer,Germany,Athletics,F,26,0,0,0
David Sain,Croatia,Rowing,M,24,0,1,0
Nyam-Ochir Sainjargal,Mongolia,Judo,M,26,0,0,1
Manabu Saito,Japan,Football,M,22,0,0,0
Takumi Saito,Japan,Athletics,M,19,0,0,0
Jean-Michel Saive,Belgium,Table Tennis,M,42,0,0,0
Pinar Saka,Turkey,Athletics,F,26,0,0,0
Suraju Saka,Congo,Table Tennis,M,36,0,0,0
Viacheslav Sakaev,Russian Federation,Athletics,M,24,0,0,0
Mizuho Sakaguchi,Japan,Football,F,24,0,1,0
Gotoku Sakai,Japan,Football,M,21,0,0,0
Hiroki Sakai,Japan,Football,M,22,0,0,0
Haruna Sakakibara,Japan,Rowing,F,18,0,0,0
Rytis Sakalauskas,Lithuania,Athletics,M,25,0,0,0
Naoya Sakamoto,Japan,Canoe Sprint,M,24,0,0,0
Joy Nakhumicha Sakari,Kenya,Athletics,F,26,0,0,0
Saori Sakoda,Japan,Volleyball,F,24,0,0,1
Irving Saladino,Panama,Athletics,M,29,0,0,0
Olha Saladuha,Ukraine,Athletics,F,29,0,0,1
Evgeny Salakhov,Russian Federation,Canoe Sprint,M,33,0,0,0
Yuliana Salakhova,Russian Federation,Canoe Sprint,F,27,0,0,0
Julio Cesar Salamanca Pineda,El Salvador,Weightlifting,M,23,0,0,0
Liana Salazar,Colombia,Football,F,19,0,0,0
Haboosh Salbookh Salbookh Alnofeli,United Arab Emirates,Football,M,23,0,0,0
Carlos Salcido,Mexico,Football,M,32,1,0,0
Silvana Saldarriaga,Peru,Weightlifting,F,19,0,0,0
Ahmed Saleh,Egypt,Table Tennis,M,32,0,0,0
Saleh Saleh Gomaa,Egypt,Football,M,19,0,0,0
Behdad Salimikordasiabi,Islamic Republic of Iran,Weightlifting,M,22,1,0,0
Silvia Salis,Italy,Athletics,F,26,0,0,0
Marc Salles,Spain,Hockey,M,25,0,0,0
Ali Nadhim Salman Salman,Iraq,Wrestling,M,30,0,0,0
Max Salminen,Sweden,Sailing,M,23,1,0,0
Emanuela Salopek,Croatia,Basketball,F,25,0,0,0
Teodor Salparov,Bulgaria,Volleyball,M,29,0,0,0
Kristina Saltanovic,Lithuania,Athletics,F,37,0,0,0
Nino Salukvadze,Georgia,Shooting,F,43,0,0,0
Ilaria Salvatori,Italy,Fencing,F,33,1,0,0
Hichem Samandi,Tunisia,Fencing,M,26,0,0,0
Mohamed Samandi,Tunisia,Fencing,M,26,0,0,0
Elizabeta Samara,Romania,Table Tennis,F,23,0,0,0
Mangala Samarakoon,Sri Lanka,Shooting,M,31,0,0,0
Fatoumata Samassekou,Mali,Swimming,F,24,0,0,0
Isabelle Sambou,Senegal,Wrestling,F,31,0,0,0
Luigi Samele,Italy,Fencing,M,25,0,0,1
Aya Sameshima,Japan,Football,F,25,0,1,0
Panagiotis Samilidis,Greece,Swimming,M,19,0,0,0
Jihane Samlal,Morocco,Canoe Slalom,F,28,0,0,0
Branislau Samoilau,Belarus,Cycling - Road,M,27,0,0,0
Aleksandrs Samoilovs,Latvia,Beach Volleyball,M,27,0,0,0
Dane Kevin Sampson,Australia,Shooting,M,25,0,0,0
Vladimir Samsonov,Belarus,Table Tennis,M,36,0,0,0
Jamile Samuel,Netherlands,Athletics,F,20,0,0,0
Dani Samuels,Australia,Athletics,F,24,0,0,0
Nicky Samuels,New Zealand,Triathlon,F,29,0,0,0
Jessica Samuelsson,Sweden,Athletics,F,27,0,0,0
Ni Lar San,Myanmar,Athletics,F,27,0,0,0
Fernando San Emeterio,Spain,Basketball,M,28,0,1,0
Ruben Sanca,Cape Verde,Athletics,M,25,0,0,0
Benjamin Sanchez,Spain,Athletics,M,27,0,0,0
Clara Sanchez,France,Cycling - Track,F,28,0,0,0
Eddermys Sanchez,Belize,Judo,M,32,0,0,0
Eder Sanchez,Mexico,Athletics,M,26,0,0,0
Felix Sanchez,Dominican Republic,Athletics,M,34,1,0,0
Liborio Sanchez,Mexico,Football,M,22,0,0,0
Marielis Sanchez,Dominican Republic,Athletics,F,23,0,0,0
Raysa Sanchez,Dominican Republic,Athletics,F,24,0,0,0
Sergio Sanchez,Guatemala,Shooting,M,41,0,0,0
Julian Sanchez Gallegos,Mexico,Diving,M,23,0,0,0
Luis Leon Sanchez Gil,Spain,Cycling - Road,M,28,0,0,0
Doyler Eustoquio Sanchez Guerrero,Colombia,Weightlifting,M,23,0,0,0
Rocio Sanchez Moccia,Argentina,Hockey,F,24,0,1,0
Junior Antonio Sanchez Rivero,Venezuela,Weightlifting,M,23,0,0,0
German Sanchez Sanchez,Mexico,Diving,M,20,0,1,0
Laura Sanchez Soto,Mexico,Diving,F,26,0,0,1
Janine Sandell,Great Britain,Volleyball,F,26,0,0,0
Niclas Sandells,Finland,Athletics,M,28,0,0,0
Gillian Sanders,South Africa,Triathlon,F,30,0,0,0
Nicola Sanders,Great Britain,Athletics,F,30,0,0,0
Keith Sanderson,United States of America,Shooting,M,37,0,0,0
Manavjit Singh Sandhu,India,Shooting,M,35,0,0,0
Madeleine Sandig,Germany,Cycling - Track,F,29,0,0,0
Leevan Sands,Bahamas,Athletics,M,30,0,0,0
Shamar Sands,Bahamas,Athletics,M,27,0,0,0
Abdoulaye Sane,Senegal,Football,M,19,0,0,0
Donald Sanford,Israel,Athletics,M,25,0,0,0
Pavel Sankovich,Belarus,Swimming,M,22,0,0,0
Suwaibou Sanneh,Gambia,Athletics,M,21,0,0,0
Yuko Sano,Japan,Volleyball,F,33,0,0,1
Yumeka Sano,Japan,Athletics,F,27,0,0,0
Anna Santamans,France,Swimming,F,19,0,0,0
Rodrigo Santana,Brazil,Volleyball,M,33,0,1,0
Clarissa Santos,Brazil,Basketball,F,24,0,0,0
Luguelin Santos,Dominican Republic,Athletics,M,18,0,1,0
Marta Santos,Angola,Handball,F,23,0,0,0
Nicholas Santos,Brazil,Swimming,M,32,0,0,0
Ricardo Santos,Brazil,Beach Volleyball,M,37,0,0,0
Ricardo Santos,Brazil,Sailing,M,32,0,0,0
Rosangela Santos,Brazil,Athletics,F,21,0,0,0
Sergio Santos,Brazil,Volleyball,M,36,0,1,0
Telma Santos,Portugal,Badminton,F,29,0,0,0
Vera Santos,Portugal,Athletics,F,30,0,0,0
Simon Santoso,Indonesia,Badminton,M,27,0,0,0
Michele Santucci,Italy,Swimming,M,23,0,0,0
Aleksa Saponjic,Serbia,Water Polo,M,20,0,0,1
Danylo Sapunov,Ukraine,Triathlon,M,30,0,0,0
Fernando Saraiva Reis,Brazil,Weightlifting,M,22,0,0,0
Aleksejs Saramotins,Latvia,Cycling - Road,M,30,0,0,0
Nikola Saranovic,Montenegro,Shooting,M,43,0,0,0
Arsen Sargsyan,Armenia,Athletics,M,27,0,0,0
Shinta Mulia Sari,Singapore,Badminton,F,24,0,0,0
Hazal Sarikaya,Turkey,Swimming,F,15,0,0,0
Aaron Sarmiento,Spain,Sailing,M,25,0,0,0
Daniel Sarmiento Melian,Spain,Handball,M,28,0,0,0
Rahi Sarnobat,India,Shooting,F,21,0,0,0
Patricia Sarrapio,Spain,Athletics,F,29,0,0,0
Alessio Sartori,Italy,Rowing,M,35,0,1,0
Liva Saryee,Liberia,Judo,M,23,0,0,0
Jennet Saryyeva,Turkmenistan,Swimming,F,18,0,0,0
Sho Sasaki,Japan,Badminton,M,30,0,0,0
Sandra Sassine,Canada,Fencing,F,32,0,0,0
Romain Sassot,France,Swimming,M,26,0,0,0
Marianna Sastin,Hungary,Wrestling,F,29,0,0,0
William Satch,Great Britain,Rowing,M,23,0,0,1
Ana Satila,Brazil,Canoe Slalom,F,16,0,0,0
Kenki Sato,Japan,Equestrian,M,28,0,0,0
Masako Sato,Japan,Hockey,F,24,0,0,0
Sayaka Sato,Japan,Badminton,F,21,0,0,0
Shoji Sato,Japan,Badminton,M,29,0,0,0
Yuki Sato,Japan,Athletics,M,25,0,0,0
Martin Sauer,Germany,Rowing,M,29,1,0,0
Becky Sauerbrunn,United States of America,Football,F,27,1,0,0
Jason Saunders,New Zealand,Sailing,M,21,0,0,0
Julien Sauvage,France,Swimming,M,27,0,0,0
Valerian Sauveplane,France,Shooting,M,32,0,0,0
Cristian Savani,Italy,Volleyball,M,30,0,0,1
Katerine Savard,Canada,Swimming,F,19,0,0,0
Anastasia Savchenko,Russian Federation,Athletics,F,23,0,0,0
Maja Savic,Montenegro,Handball,F,36,0,1,0
Yargeris Savigne,Cuba,Athletics,F,27,0,0,0
Mariya Savinova,Russian Federation,Athletics,F,27,1,0,0
Kristina Savitskaya,Russian Federation,Athletics,F,21,0,0,0
Elizabeta Savlinis,Russian Federation,Athletics,F,25,0,0,0
Benjamin Savsek,Slovenia,Canoe Slalom,M,25,0,0,0
Homare Sawa,Japan,Football,F,33,0,1,0
Woroud Sawalha,Palestine,Athletics,F,20,0,0,0
Louisa Sawers,Great Britain,Canoe Sprint,F,24,0,0,0
Mateusz Sawrymowicz,Poland,Swimming,M,25,0,0,0
Goldie Sayers,Great Britain,Athletics,F,30,0,0,0
Ramziddin Sayidov,Uzbekistan,Judo,M,30,0,0,0
Svetlana Saykina,Russian Federation,Athletics,F,27,0,0,0
Dzina Sazanavets,Belarus,Weightlifting,F,21,0,0,0
Mohamed Sbihi,Great Britain,Rowing,M,24,0,0,1
Susie Scanlan,United States of America,Fencing,F,22,0,0,1
Mirco Scarantino,Italy,Weightlifting,M,17,0,0,0
Mariela Scarone,Argentina,Hockey,F,25,0,1,0
Milos Scepanovic,Montenegro,Water Polo,M,29,0,0,0
Tobias Schadewaldt,Germany,Sailing,M,27,0,0,0
Fabian Schaer,Switzerland,Football,M,20,0,0,0
Sherraine Schalm,Canada,Fencing,F,37,0,0,0
Michael Schar,Switzerland,Cycling - Road,M,25,0,0,0
Donatien Schauly,France,Equestrian,M,27,0,0,0
Sonja Scheibl,Germany,Shooting,F,32,0,0,0
Gintare Scheidt,Lithuania,Sailing,F,29,0,0,0
Robert Scheidt,Brazil,Sailing,M,39,0,0,1
Lotta Schelin,Sweden,Football,F,28,0,0,0
Anne Schellekens,Netherlands,Rowing,F,26,0,0,1
Juliane Schenk,Germany,Badminton,F,29,0,0,0
Reto Schenkel,Switzerland,Athletics,M,24,0,0,0
Sarah Scherer,United States of America,Shooting,F,21,0,0,0
Andreas Scherhaufer,Austria,Shooting,M,42,0,0,0
Christian Scherubl,Austria,Swimming,M,18,0,0,0
Patrick Scheuber,Switzerland,Shooting,M,25,0,0,0
Francesca Schiavone,Italy,Tennis,F,32,0,0,0
Thorbjorn Schierup,Denmark,Sailing,M,22,0,0,0
Stephanie Schiller,Germany,Rowing,F,26,0,0,0
Eva-Maria SCHIMAK,Austria,Sailing,F,26,0,0,0
Jessicah Schipper,Australia,Swimming,F,25,0,0,0
Dafne Schippers,Netherlands,Athletics,F,20,0,0,0
Silvio Schirrmeister,Germany,Athletics,M,23,0,0,0
Werner Schlager,Austria,Table Tennis,M,39,0,0,0
Carsten Schlangen,Germany,Athletics,M,31,0,0,0
Melanie Schlanger,Australia,Swimming,F,25,1,2,0
Frank Schleck,Luxembourg,Cycling - Road,M,32,0,0,0
Tim Schleicher,Germany,Wrestling,M,23,0,0,0
Alice Schlesinger,Israel,Judo,F,24,0,0,0
Annika Schleu,Germany,Modern Pentathlon,F,22,0,0,0
Roland Schlosser,Austria,Fencing,M,29,0,0,0
Matthias Schmid,Austria,Sailing,M,31,0,0,0
Alice Schmidt,United States of America,Athletics,F,30,0,0,0
Cristian Schmidt,Argentina,Judo,M,30,0,0,0
Florian Schmidt,Germany,Shooting,M,26,0,0,0
Paloma Schmidt,Peru,Sailing,F,25,0,0,0
Richard Schmidt,Germany,Rowing,M,25,1,0,0
Sebastian Schmidt,Germany,Rowing,M,27,0,0,0
Sophie Diana Schmidt,Canada,Football,F,24,0,0,1
Alain Schmitt,France,Judo,M,28,0,0,0
Allison Schmitt,United States of America,Swimming,F,22,3,1,1
Dorothee Schneider,Germany,Equestrian,F,43,0,1,0
Thomas Schneider,Germany,Athletics,M,23,0,0,0
Zbigniew Schodowski,Poland,Rowing,M,25,0,0,0
Riaan Schoeman,South Africa,Swimming,M,22,0,0,0
Roland Schoeman,South Africa,Swimming,M,32,0,0,0
Johannes Schoettler,Germany,Badminton,M,27,0,0,0
Jon Schofield,Great Britain,Canoe Sprint,M,27,0,0,1
Adam Scholefield,Great Britain,Water Polo,M,27,0,0,0
Lena Schoneborn,Germany,Modern Pentathlon,F,26,0,0,0
Lauritz Schoof,Germany,Rowing,M,21,1,0,0
Joseph Schooling,Singapore,Swimming,M,17,0,0,0
Jochen Schops,Germany,Volleyball,M,28,0,0,0
Daniel Schorn,Austria,Cycling - Road,M,23,0,0,0
Jasmin Schornberg,Germany,Canoe Slalom,F,26,0,0,0
Dirk Schrade,Germany,Equestrian,M,34,1,0,0
Daniela Schreiber,Germany,Swimming,F,23,0,0,0
Hinkelien Schreuder,Netherlands,Swimming,F,28,0,1,0
Gerco Schroder,Netherlands,Equestrian,M,34,0,2,0
David Schroeder,Germany,Canoe Slalom,M,27,0,0,0
Beate Schrott,Austria,Athletics,F,24,0,0,0
Timuzsin Schuch,Hungary,Handball,M,27,0,0,0
Simon Schuerch,Switzerland,Rowing,M,21,0,0,0
Ronja Schuette,Germany,Rowing,F,22,0,0,0
Christina Schuetze,Germany,Hockey,F,28,0,0,0
Berengere Schuh,France,Archery,F,28,0,0,0
Rich Schuil,Netherlands,Beach Volleyball,M,39,0,0,0
Benjamin Schulte,Guam,Swimming,M,16,0,0,0
Samuel Schultz,United States of America,Cycling - Mountain Bike,M,26,0,0,0
Daniela Schultze,Germany,Rowing,F,21,0,0,0
Jodie Schulz,Australia,Hockey,F,24,0,0,0
Matias Carlos Schulz,Argentina,Handball,M,30,0,0,0
Karl Schulze,Germany,Rowing,M,24,1,0,0
Ralf Schumann,Germany,Shooting,M,50,0,0,0
Yvonne Schuring,Austria,Canoe Sprint,F,34,0,0,0
Christian Schurr Voight,Mexico,Swimming,M,27,0,0,0
Nino Schurter,Switzerland,Cycling - Mountain Bike,M,26,0,1,0
Nicholas Schwab Alfaro,Dominican Republic,Swimming,M,21,0,0,0
Doris Schwaiger,Austria,Beach Volleyball,F,27,0,0,0
Stefanie Schwaiger,Austria,Beach Volleyball,F,26,0,0,0
Christina Schwanitz,Germany,Athletics,F,26,0,0,0
Eduardo Schwank,Argentina,Tennis,M,26,0,0,0
Athos Schwantes,Brazil,Fencing,M,27,0,0,0
Jillian Schwartz,Israel,Athletics,F,32,0,0,0
Sebastian Schwarz,Germany,Volleyball,M,26,0,0,0
Viktoria Schwarz,Austria,Canoe Sprint,F,27,0,0,0
Lilli Schwarzkopf,Germany,Athletics,F,28,0,1,0
Laura Schwensen,Germany,Rowing,F,21,0,0,0
Pius Schwizer,Switzerland,Equestrian,M,50,0,0,0
Diogo Sclebin,Brazil,Triathlon,M,30,0,0,0
Luis Scola,Argentina,Basketball,M,32,0,0,0
Alex Scott,Great Britain,Football,F,27,0,0,0
Coleman Scott,United States of America,Wrestling,M,26,0,0,1
Desiree Rose Marie Scott,Canada,Football,F,25,0,0,1
Dorian Scott,Jamaica,Athletics,M,30,0,0,0
Ed Scott,Great Britain,Water Polo,M,24,0,0,0
Jeremy Scott,United States of America,Athletics,M,31,0,0,0
Jill Scott,Great Britain,Football,F,25,0,0,0
Sharolyn Scott,Costa Rica,Athletics,F,28,0,0,0
Danielle Scott-Arruda,United States of America,Volleyball,F,39,0,1,0
Rebecca Scown,New Zealand,Rowing,F,29,0,0,1
Fabio Scozzoli,Italy,Swimming,M,24,0,0,0
Jennifer Screen,Australia,Basketball,F,30,0,0,1
Salim Sdiri,France,Athletics,M,33,0,0,0
Rachel Seaman,Canada,Athletics,F,26,0,0,0
Greg Searle,Great Britain,Rowing,M,40,0,0,1
Ryan Seaton,Ireland,Sailing,M,24,0,0,0
Hassanine Sebei,Tunisia,Athletics,M,28,0,0,0
Roman Sebrle,Czech Republic,Athletics,M,37,0,0,0
Ibrahima Seck,Senegal,Football,M,23,0,0,0
Aljaz Sedej,Slovenia,Judo,M,24,0,0,0
Alethea Nevada Sedgman,Australia,Shooting,F,18,0,0,0
Gregory Sedoc,Netherlands,Athletics,M,30,0,0,0
Anna Sedoykina,Russian Federation,Handball,F,28,0,0,0
Emily Seebohm,Australia,Swimming,F,20,1,2,0
Melanie Seeger,Germany,Athletics,F,35,0,0,0
Haris Seferovic,Switzerland,Football,M,20,0,0,0
Denis Sefik,Montenegro,Water Polo,M,35,0,0,0
Dino Sefir,Ethiopia,Athletics,M,24,0,0,0
Caroline Seger,Sweden,Football,F,27,0,0,0
